School_Name,Location_Code,District,Latitude,Longitude,City,Zip,Grade_Low,Grade_High,Economic_Need_Index,School_Income_Estimate,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent Black / Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_%,Rigorous_Instruction_Rating,Collaborative Teachers %,Collaborative_Teachers_Rating,Supportive Environment %,Supportive_Environment_Rating,Effective School Leadership %,Effective_School_Leadership_Rating,Strong Family-Community Ties %,Strong_Family-Community_Ties_Rating,Trust %,Trust_Rating,Student_Achievement_Rating,Average_ELA_Proficiency,Average_Math_Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
THE MATH & SCIENCE EXPLORATORY SCHOOL,15K447,15,40.68384,-73.98036,BROOKLYN,11217,6,8,0.244,NA,0,0.08,0.17,0.2,0.37,0.52,0.96,0.07,0.87,Exceeding Target,0.92,Exceeding Target,0.87,Meeting Target,0.91,Exceeding Target,0.88,Exceeding Target,0.93,Meeting Target,Exceeding Target,3.42,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,75,0,8,10,0,48,0,0,5,145,92,0,5,16,0,59,0,0,8,161,72,0,4,8,7,52,1,0,8,161,95,0,3,11,12,65,4,0,12,111,58,0,10,12,0,30,0,0,7,48,1,0,0,1,0,0,0,0,0
BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,15K448,15,40.67943,-74.00194,BROOKLYN,11231,6,12,0.635,NA,0.07,0.03,0.4,0.45,0.85,0.1,0.94,0.17,0.85,Exceeding Target,0.91,Exceeding Target,0.85,Meeting Target,0.87,Meeting Target,0.81,Meeting Target,0.93,Exceeding Target,Approaching Target,2.49,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
PARK SLOPE COLLEGIATE,15K464,15,40.6693,-73.97867,BROOKLYN,11215,6,12,0.652,NA,0.09,0.07,0.39,0.36,0.75,0.14,0.94,0.2,0.91,Exceeding Target,0.93,Exceeding Target,0.83,Meeting Target,0.92,Exceeding Target,0.79,Meeting Target,0.92,Exceeding Target,Meeting Target,2.38,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,0,0,3,0,0,0,59,8,0,0,1,2,5,0,0,1,36,7,0,0,0,0,7,0,0,0,37,1,0,0,0,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHOOL FOR INTERNATIONAL STUDIES,15K497,15,40.68516,-73.99363,BROOKLYN,11201,6,12,0.71,NA,0.11,0.05,0.43,0.34,0.77,0.16,0.95,0.13,0.83,Meeting Target,0.85,Exceeding Target,0.73,Approaching Target,0.79,Meeting Target,0.71,Approaching Target,0.8,Approaching Target,Approaching Target,2.14,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,0,1,0,0,4,0,0,1,73,8,0,0,0,1,5,2,1,1,30,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
RED HOOK NEIGHBORHOOD SCHOOL,15K676,15,40.67785,-74.00482,BROOKLYN,11231,PK,5,0.933,18409.76,0.09,0.01,0.49,0.45,0.94,0.03,0.89,0.41,0.84,Approaching Target,0.82,Meeting Target,0.85,Approaching Target,0.72,Approaching Target,0.8,Approaching Target,0.82,Approaching Target,Meeting Target,2.19,2.32,32,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUNSET PARK PREP,15K821,15,40.6521,-74.00742,BROOKLYN,11232,6,8,0.807,NA,0.15,0.19,0.01,0.75,0.76,0.04,0.96,0.09,0.78,Approaching Target,0.84,Meeting Target,0.84,Exceeding Target,0.85,Meeting Target,0.71,Approaching Target,0.92,Meeting Target,Exceeding Target,2.68,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,10,0,0,5,4,1,0,1,9,165,34,0,0,18,11,5,0,4,34,164,17,0,0,11,5,1,0,0,16,165,44,0,0,17,23,4,0,0,40,163,15,0,2,9,3,0,0,0,15,97,0,0,0,0,0,0,0,0,0
M.S. 839,15K839,15,40.64784,-73.97323,BROOKLYN,11218,6,8,NA,NA,0.08,0.14,0.14,0.33,0.47,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,9,0,0,2,4,2,0,0,3,68,7,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 005 DR. RONALD MCNAIR,16K005,16,40.6856,-73.92321,BROOKLYN,11233,PK,5,0.877,41931.64,0.06,0,0.81,0.14,0.95,0.03,0.91,0.39,0.96,Meeting Target,0.91,Meeting Target,0.88,Meeting Target,0.75,Meeting Target,0.86,Meeting Target,0.9,Meeting Target,Approaching Target,2.05,2.09,28,4,0,0,0,0,0,0,0,2,28,7,0,0,0,0,0,0,0,4,26,6,0,4,2,0,0,0,0,0,24,10,0,7,3,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 021 CRISPUS ATTUCKS,16K021,16,40.68044,-73.92635,BROOKLYN,11233,PK,5,0.781,34089.01,0.01,0.01,0.89,0.08,0.97,0.02,0.92,0.29,0.92,Exceeding Target,0.88,Exceeding Target,0.9,Meeting Target,0.79,Meeting Target,0.87,Meeting Target,0.89,Meeting Target,Meeting Target,2.51,2.51,73,2,0,2,0,0,0,0,0,2,73,15,0,13,0,0,0,0,0,9,68,5,0,0,0,0,0,0,0,3,67,14,0,0,0,0,0,0,0,10,84,7,0,5,0,0,0,0,0,4,85,10,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 025 EUBIE BLAKE SCHOOL,16K025,16,40.69148,-73.94069,BROOKLYN,11221,PK,5,0.867,36940.25,0.06,0.04,0.65,0.28,0.93,0.01,0.91,0.39,0.88,Approaching Target,0.89,Meeting Target,0.9,Meeting Target,0.87,Exceeding Target,0.87,Meeting Target,0.92,Meeting Target,Meeting Target,2.11,2.4,16,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,5,16,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,20,1,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 026 JESSE OWENS,16K026,16,40.69198,-73.93149,BROOKLYN,11221,PK,5,0.887,33696.63,0.06,0.01,0.72,0.25,0.98,0.01,0.9,0.39,0.89,Meeting Target,0.91,Meeting Target,0.87,Approaching Target,0.78,Meeting Target,0.84,Meeting Target,0.94,Exceeding Target,Meeting Target,2.5,2.5,24,1,0,1,0,0,0,0,0,1,24,5,0,2,0,0,0,0,0,4,28,1,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,26,6,0,4,0,0,0,0,0,0,27,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 028 THE WARREN PREP ACADEMY,16K028,16,40.67816,-73.92022,BROOKLYN,11233,PK,5,0.862,33550.68,0.1,0.01,0.83,0.11,0.94,0.05,0.91,0.36,0.9,Approaching Target,0.89,Meeting Target,0.91,Meeting Target,0.86,Meeting Target,0.88,Meeting Target,0.92,Meeting Target,Approaching Target,2.13,2.15,30,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.S. 035 STEPHEN DECATUR,16K035,16,40.68171,-73.93572,BROOKLYN,11233,6,8,0.751,NA,0.01,0.01,0.85,0.14,0.98,0,0.92,0.28,0.97,Exceeding Target,0.97,Meeting Target,0.93,Exceeding Target,0.92,Exceeding Target,0.94,Exceeding Target,0.96,Exceeding Target,Exceeding Target,2.41,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,2,0,0,0,0,0,3,41,2,0,2,0,0,0,0,0,2,50,1,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
P.S. 040 GEORGE W. CARVER,16K040,16,40.6802,-73.92146,BROOKLYN,11233,PK,5,0.905,34784.38,0.06,0.03,0.76,0.17,0.93,0.02,0.92,0.34,0.95,Meeting Target,0.93,Meeting Target,0.91,Meeting Target,0.92,Exceeding Target,0.83,Approaching Target,0.92,Meeting Target,Meeting Target,2.14,2.24,45,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,43,2,0,2,0,0,0,0,0,0,43,5,0,3,1,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,32,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.H.S. 057 WHITELAW REID,16K057,16,40.6914,-73.93314,BROOKLYN,11221,6,8,0.884,NA,0.03,0,0.66,0.32,0.98,0.01,0.9,0.36,0.95,Exceeding Target,0.99,Exceeding Target,0.92,Meeting Target,0.97,Exceeding Target,0.86,Exceeding Target,0.97,Exceeding Target,Exceeding Target,2.37,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,1,61,1,0,1,0,0,0,0,0,0,44,3,0,2,1,0,0,0,0,2,44,0,0,0,0,0,0,0,0,0,48,3,0,1,0,0,0,0,0,3,45,6,0,5,0,0,0,0,0,5
P.S. 081 THADDEUS STEVENS,16K081,16,40.69293,-73.93479,BROOKLYN,11221,PK,5,0.892,28369.33,0.08,0.03,0.56,0.38,0.94,0,0.9,0.36,0.93,Meeting Target,0.94,Meeting Target,0.88,Meeting Target,0.85,Meeting Target,0.86,Meeting Target,0.94,Meeting Target,Meeting Target,2.24,2.38,45,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,1,0,43,3,0,1,1,0,0,0,0,0,43,4,0,2,1,0,0,0,0,0,43,2,0,2,0,0,0,0,0,2,44,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 243K- THE WEEKSVILLE SCHOOL,16K243,16,40.67573,-73.93508,BROOKLYN,11213,PK,5,0.881,31741.82,0.02,0.04,0.7,0.22,0.92,0,0.9,0.4,0.87,Approaching Target,0.79,Approaching Target,0.88,Approaching Target,0.69,Approaching Target,0.8,Not Meeting Target,0.8,Approaching Target,Meeting Target,2.18,2.47,34,1,0,0,0,0,0,0,0,0,34,7,0,5,0,0,0,0,0,0,36,2,0,1,0,0,0,0,0,2,37,3,0,2,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,36,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,16K262,16,40.68306,-73.92996,BROOKLYN,11233,0K,8,0.827,42310.89,0.04,0.01,0.84,0.14,0.97,0.02,0.92,0.32,0.92,Meeting Target,0.95,Meeting Target,0.9,Meeting Target,0.85,Meeting Target,0.86,Meeting Target,0.92,Meeting Target,Meeting Target,2.55,2.41,34,8,0,7,0,0,0,0,0,0,34,6,0,6,0,0,0,0,0,0,41,3,0,3,0,0,0,0,0,0,41,3,0,2,0,0,0,0,0,0,41,1,0,1,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,61,1,0,1,0,0,0,0,0,0,61,1,0,1,0,0,0,0,0,0,31,2,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,57,1,0,1,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,1
M.S. 267 MATH SCIENCE & TECHNOLOGY,16K267,16,40.68794,-73.93238,BROOKLYN,11221,6,8,0.826,NA,0.1,0.02,0.63,0.25,0.87,0.03,0.86,0.46,0.97,Meeting Target,0.93,Meeting Target,0.86,Approaching Target,0.92,Exceeding Target,0.8,Meeting Target,0.91,Meeting Target,Exceeding Target,2.43,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,2,1,0,0,0,0,0,13,5,0,4,1,0,0,0,0,0,35,4,0,3,1,0,0,0,0,3,28,4,0,1,2,0,0,0,0,3,53,8,0,5,0,0,0,0,0,4,47,13,0,6,0,0,0,0,0,8
P.S. 308 CLARA CARDWELL,16K308,16,40.68845,-73.93529,BROOKLYN,11221,PK,8,0.828,35536.41,0.05,0.02,0.78,0.19,0.96,0,0.89,0.44,0.87,Approaching Target,0.86,Meeting Target,0.86,Approaching Target,0.77,Approaching Target,0.83,Approaching Target,0.86,Approaching Target,Approaching Target,2.27,2.01,27,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,1,0,0,1,0,0,0,0,0,44,2,0,1,0,0,0,0,0,2,43,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,16K309,16,40.68812,-73.92444,BROOKLYN,11221,PK,5,0.884,38100.14,0.08,0.05,0.62,0.31,0.93,0.01,0.92,0.28,0.88,Approaching Target,0.8,Approaching Target,0.89,Meeting Target,0.73,Approaching Target,0.82,Approaching Target,0.82,Approaching Target,Meeting Target,2.14,2.24,37,3,0,1,1,0,0,0,0,1,37,1,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,1,29,2,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 335 GRANVILLE T. WOODS,16K335,16,40.67446,-73.92838,BROOKLYN,11213,PK,5,0.878,29071.6,0.04,0,0.8,0.18,0.98,0.02,0.9,0.35,0.87,Approaching Target,0.93,Meeting Target,0.91,Meeting Target,0.85,Meeting Target,0.85,Meeting Target,0.95,Exceeding Target,Exceeding Target,2.33,2.35,44,3,0,3,0,0,0,0,0,1,43,9,0,7,2,0,0,0,0,7,50,5,0,5,0,0,0,0,0,5,50,10,0,6,0,0,0,0,0,9,51,2,0,2,0,0,0,0,0,2,51,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.S. 584,16K584,16,40.67446,-73.92838,BROOKLYN,11213,6,8,0.885,NA,0.1,0.01,0.74,0.23,0.97,0,0.9,0.41,0.9,Approaching Target,0.93,Meeting Target,0.81,Approaching Target,0.93,Exceeding Target,0.87,Exceeding Target,0.95,Exceeding Target,Meeting Target,2.09,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0
BRIGHTER CHOICE COMMUNITY SCHOOL,16K627,16,40.69376,-73.94073,BROOKLYN,11206,PK,5,0.841,33792.71,0.04,0,0.71,0.29,0.99,0.01,0.91,0.37,0.88,Exceeding Target,0.95,Exceeding Target,0.97,Meeting Target,0.91,Exceeding Target,0.97,Exceeding Target,1,Exceeding Target,Meeting Target,2.62,2.48,14,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,3,0,2,1,0,0,0,0,3,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROOKLYN BROWNSTONE SCHOOL,16K628,16,40.68171,-73.93572,BROOKLYN,11233,0K,5,0.62,40423.43,0,0,0.82,0.09,0.91,0.08,0.94,0.24,0.93,Meeting Target,0.99,Exceeding Target,0.97,Meeting Target,0.99,Exceeding Target,0.94,Exceeding Target,0.98,Exceeding Target,Meeting Target,2.64,2.75,18,2,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,3,26,7,0,0,0,0,0,0,0,5,26,3,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADIBA PREP MIDDLE SCHOOL,16K681,16,40.69198,-73.93149,BROOKLYN,11221,6,8,0.759,NA,0.07,0.01,0.76,0.21,0.97,0.02,0.91,0.27,0.87,Approaching Target,0.87,Meeting Target,0.84,Meeting Target,0.76,Approaching Target,0.8,Meeting Target,0.88,Meeting Target,Approaching Target,2.18,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,2,0,0,0,0,0,0,44,2,0,2,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,42,2,0,1,0,0,0,0,0,2,70,3,0,3,0,0,0,0,0,2,55,0,0,0,0,0,0,0,0,0
PARKSIDE PREPARATORY ACADEMY,17K002,17,40.65639,-73.95146,BROOKLYN,11226,6,8,0.717,NA,0.07,0.03,0.81,0.13,0.93,0.02,0.94,0.16,0.87,Approaching Target,0.89,Meeting Target,0.85,Meeting Target,0.86,Meeting Target,0.77,Approaching Target,0.88,Meeting Target,Meeting Target,2.46,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,9,0,9,0,0,0,0,0,9,138,9,0,8,1,0,0,0,0,8,153,3,0,1,1,0,1,0,0,3,155,8,0,6,1,0,1,0,0,8,154,15,0,14,1,0,0,0,0,15,158,17,0,16,1,0,0,0,0,16
